epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,255.45,0.39532,0.30476,0.78998,0.98471,0.96483,0.98012,0.85303,0.42844,0.34216,0.79182,0.000396125,0.000396125,0.000396125
71,259.068,0.39794,0.31085,0.79643,0.98291,0.96725,0.98032,0.86133,0.41427,0.32315,0.78873,0.00038375,0.00038375,0.00038375
72,262.669,0.37595,0.29214,0.789,0.97821,0.9544,0.9783,0.85994,0.40861,0.31986,0.79027,0.000371375,0.000371375,0.000371375
73,266.288,0.40104,0.31691,0.79745,0.97831,0.96177,0.98006,0.86597,0.40662,0.32222,0.7892,0.000359,0.000359,0.000359
74,269.906,0.3912,0.29241,0.78686,0.96201,0.97089,0.97898,0.86195,0.40252,0.35064,0.79027,0.000346625,0.000346625,0.000346625
75,273.901,0.3761,0.28975,0.79131,0.97205,0.97369,0.98126,0.87077,0.40356,0.31317,0.78809,0.00033425,0.00033425,0.00033425
76,277.501,0.38673,0.29664,0.79541,0.98391,0.96532,0.98031,0.85674,0.4338,0.32023,0.79002,0.000321875,0.000321875,0.000321875
77,281.112,0.3908,0.3024,0.79448,0.98147,0.97358,0.98096,0.86585,0.41695,0.30341,0.79003,0.0003095,0.0003095,0.0003095
78,284.689,0.36405,0.29555,0.78615,0.98945,0.97737,0.98217,0.87283,0.3999,0.29823,0.78835,0.000297125,0.000297125,0.000297125
79,288.309,0.36713,0.28829,0.78497,0.97714,0.98057,0.98051,0.87479,0.40168,0.29838,0.78821,0.00028475,0.00028475,0.00028475
80,291.951,0.36868,0.28147,0.78947,0.98509,0.96508,0.98203,0.87408,0.40776,0.29304,0.79012,0.000272375,0.000272375,0.000272375
81,295.564,0.36,0.27398,0.78435,0.97074,0.98253,0.9815,0.8711,0.40607,0.29365,0.78777,0.00026,0.00026,0.00026
82,299.176,0.36337,0.26896,0.79606,0.9721,0.97732,0.98186,0.87028,0.40137,0.29671,0.78639,0.000247625,0.000247625,0.000247625
83,302.756,0.36663,0.27823,0.78564,0.96942,0.97426,0.98162,0.87281,0.40647,0.29512,0.78638,0.00023525,0.00023525,0.00023525
84,306.358,0.36283,0.27569,0.78334,0.96781,0.97732,0.98186,0.87241,0.39731,0.29633,0.78695,0.000222875,0.000222875,0.000222875
85,309.989,0.36714,0.27478,0.77854,0.97577,0.98362,0.98209,0.86836,0.39654,0.28793,0.78871,0.0002105,0.0002105,0.0002105
86,313.576,0.37782,0.27498,0.78695,0.98459,0.97189,0.98155,0.86839,0.41416,0.28936,0.78892,0.000198125,0.000198125,0.000198125
87,317.182,0.34824,0.26106,0.775,0.9685,0.97572,0.98145,0.87549,0.39824,0.28835,0.7865,0.00018575,0.00018575,0.00018575
88,320.828,0.36381,0.26932,0.78568,0.97604,0.96825,0.98173,0.87378,0.3899,0.29761,0.78631,0.000173375,0.000173375,0.000173375
89,324.426,0.36386,0.27257,0.78447,0.97479,0.98001,0.98202,0.8722,0.39897,0.2954,0.78532,0.000161,0.000161,0.000161
90,328.038,0.37904,0.28438,0.79006,0.97613,0.97571,0.98185,0.86818,0.40057,0.30254,0.78646,0.000148625,0.000148625,0.000148625
91,332.697,0.34158,0.27529,0.78629,0.96588,0.9758,0.98017,0.87079,0.40589,0.32244,0.78913,0.00013625,0.00013625,0.00013625
92,336.292,0.32831,0.26191,0.7651,0.9674,0.96756,0.98041,0.86871,0.42371,0.31424,0.7897,0.000123875,0.000123875,0.000123875
93,339.89,0.32736,0.24902,0.78398,0.98501,0.97076,0.98126,0.87565,0.39653,0.30491,0.78728,0.0001115,0.0001115,0.0001115
94,343.522,0.3167,0.25288,0.78588,0.98818,0.96632,0.98175,0.86496,0.4175,0.30785,0.78717,9.9125e-05,9.9125e-05,9.9125e-05
95,347.129,0.32738,0.24965,0.77188,0.98458,0.97192,0.98185,0.87151,0.40052,0.29351,0.78677,8.675e-05,8.675e-05,8.675e-05
96,350.737,0.31102,0.24305,0.77879,0.98822,0.96868,0.98192,0.86874,0.40154,0.2926,0.7867,7.4375e-05,7.4375e-05,7.4375e-05
97,354.326,0.31218,0.24433,0.77304,0.98764,0.9725,0.98201,0.87612,0.38727,0.29421,0.78533,6.2e-05,6.2e-05,6.2e-05
98,357.963,0.30919,0.24064,0.78219,0.98787,0.96797,0.98177,0.87745,0.3847,0.29162,0.78563,4.9625e-05,4.9625e-05,4.9625e-05
99,361.57,0.30035,0.24082,0.77476,0.98502,0.96386,0.98094,0.87071,0.39679,0.29365,0.78642,3.725e-05,3.725e-05,3.725e-05
100,365.251,0.30215,0.23549,0.7765,0.98582,0.96153,0.98114,0.86787,0.39967,0.29759,0.78561,2.4875e-05,2.4875e-05,2.4875e-05
